id,chain,co_owned,state,emp_diff,wage_st,wage_st2,hrsopen,hrsopen2,fte,fte2,meal_price,meal_price2
341,KFC,1,NJ,2,4.62,5.05,9.5,11,7.5,9.5,4.029999999999999,4.06
343,KFC,1,NJ,-3.5,4.75,5.05,10.5,12,15,11.5,4.029999999999999,4.119999999999999
350,Roy's,1,NJ,0.5,4.75,5.05,16,17,16.5,17,3.0900000000000003,2.91
351,Roy's,1,NJ,5.25,4.25,5.05,16,16,18.75,24,2.87,2.75
359,Burger King,1,NJ,2,4.25,5.05,15,16,15,17,2.69,2.7399999999999998
360,Burger King,0,NJ,10.5,4.25,5.05,15,16,17.5,28,2.79,2.7399999999999998
361,Burger King,0,NJ,4,4.25,5.05,16,16,17.5,21.5,2.7800000000000002,2.75
363,KFC,0,NJ,4,4.25,5.2,12.5,12.5,15.5,19.5,4.3100000000000005,4.24
364,KFC,0,NJ,3.5,4.25,5.05,12,12.5,16.5,20,4.25,4.32
366,Roy's,0,NJ,1,4.5,5.05,11.5,11.5,13.5,14.5,2.56,2.54
368,Wendy's,0,NJ,1.5,4.25,5.05,12.5,11.5,13,14.5,2.7,2.8
370,Burger King,0,NJ,2.4499999999999993,4.85,5.05,16,16,29.05,31.5,2.96,NA
376,Burger King,0,NJ,-1.5,4.5,5.05,14,14,13,11.5,2.86,3.27
377,Burger King,0,NJ,2,4.25,5.05,14,14,18,20,2.96,2.94
379,Burger King,0,NJ,4,4.62,5.05,16,16,30,34,3.0700000000000003,3.18
380,Burger King,0,NJ,4.5,4.5,5.05,16,16,20.5,25,2.96,2.9299999999999997
383,Burger King,0,NJ,0,4.5,5.05,16,16,10,10,3.05,3.2199999999999998
385,Burger King,0,NJ,-1,4.25,5.05,17,17,26,25,NA,2.79
386,Burger King,0,NJ,10.5,4.25,5.05,17,17,12.5,23,2.96,2.95
391,KFC,0,NJ,-2,4.25,5.05,10,10,19.5,17.5,4.78,4.74
393,KFC,1,NJ,11,4.62,5.25,11,11,12,23,5.21,5.17
396,Roy's,1,NJ,-10,4.87,5.4,17,16,36,26,4.47,3.21
397,Roy's,1,NJ,-4.5,4.25,5.05,17,17,21,16.5,3.2,4.34
398,Roy's,1,NJ,11,4.75,5.05,17,17,24.5,35.5,3.24,3.2199999999999998
399,Roy's,1,NJ,11,4.87,5.05,17,16,20,31,3.43,3.3899999999999997
400,Roy's,1,NJ,-3.5,4.5,5.05,17,16,26.5,23,3.32,3.2299999999999995
401,Roy's,0,NJ,7.5,4.25,5.05,16,16,15,22.5,3.16,3.2199999999999998
402,Roy's,1,NJ,2.5,4.75,5.05,16,15,19,21.5,3.2,3.21
405,Roy's,1,NJ,-5.5,4.32,5.05,17,16,17.5,12,3.2,3.1799999999999997
410,Burger King,0,NJ,0,4.25,5.05,16,16,20.5,20.5,3.18,3.1799999999999997
411,Burger King,0,NJ,4,4.5,5.05,16,16,21,25,3.2699999999999996,3.17
412,KFC,0,NJ,-2,4.5,5.05,11,11,10.5,8.5,4.42,4.84
413,Burger King,0,NJ,-10,4.25,5.05,17,17,23,13,3.2,3.17
414,Burger King,0,NJ,-1.5,4.25,5.05,16,16,23,21.5,3.12,3.2299999999999995
415,Burger King,0,NJ,-6,4.25,5.05,16,16,29,23,2.95,2.99
417,Burger King,1,NJ,4.5,4.25,5.05,16,16,21,25.5,3.06,3.2
418,Burger King,0,NJ,-20,4.25,5.05,15,16,41.5,21.5,2.5500000000000003,2.52
419,KFC,1,NJ,-2.5,4.25,5.05,11,11,12,9.5,4.25,4.42
421,KFC,1,NJ,3.5,4.62,5.05,13,13,33,36.5,4.25,4.21
422,KFC,0,NJ,9.5,4.75,5.05,11,11,6.5,16,4.25,4.17
423,KFC,1,NJ,14.75,4.95,5.25,12,11,9,23.75,4.25,4.21
424,KFC,1,NJ,7.75,4.75,5.25,11,14,9.75,17.5,4.25,4.31
426,Roy's,1,NJ,-4,4.25,5.05,19,18,24.5,20.5,3.2600000000000002,3.21
427,Wendy's,0,NJ,6.5,4.75,5.05,12.5,12.5,14,20.5,4.07,4.27
428,Wendy's,0,NJ,5.5,4.62,5.14,12.5,12.5,19.5,25,3.1,4.05
